docid	citation	abstract_en	abstract_fr	title_en	title_fr	
crgeos.233	Armelle Riboulleau; Melesio Quijada; Alexis Caillaud; François Baudin; Jean-Noël Ferry; Nicolas Tribovillard. Molecular fossils of Aptian–Albian blue marls of the Vocontian Basin (France), depositional conditions and connections to the Tethys Ocean. Comptes Rendus. Géoscience, Online first (2023), pp. 1-22. doi : 10.5802/crgeos.233.</pre>	<p>The Mesozoic witnessed some episodes of marked accumulation and burial of organic matter (OM) in the Tethys Ocean and satellite basins, such as the Vocontian Basin (SE-France). These famous episodes, termed Oceanic Anoxic Events (OAEs), resulted from various factors, acting in complex synergies; the consensus about the key factors has not been reached yet. The Aptian–Albian Blue Marls Formation (Fm.) of the Vocontian Basin recorded the various substages of OAE1, plus additional organic-rich levels of regional extension. The semi-pelagic marlstones of the Blue Marls Fm. allow to carry out a detailed examination of the molecular fossils, to assess the respective weights of the factors involved in the OM storage process. In this work, we examined the lipid biomarkers of six organic-rich levels ranging from the Goguel Level to the Paquier Level in stratigraphic order. Biomarkers reputed to be characteristic of some OAEs are observed here: 2-methylhopanoids in the Goguel Level (OAE1a) and archaeal lipids in the Jacob, Kilian and Paquier Levels (OAE1b). This study shows that, in the Vocontian Basin, OM deposition resulted mostly from local factors and that each level has its own peculiarities; however, overarching connections with the Tethys Ocean were critical for the recording of global anoxic events.</p><p></p>	<p>Le Mésozoïque a connu des épisodes d’accumulation et d’enfouissement marqués de matière organique (MO) dans la Téthys et les bassins satellites, comme le bassin vocontien (SE-France). Ces fameux épisodes, appelés Oceanic Anoxic Events (OAE), résultent de différents facteurs, agissant en synergies complexes ; le consensus sur les facteurs clés n’a pas encore été atteint. La formation des Marnes Bleues Aptiennes–Albiennes du bassin vocontien a enregistré les différentes sous-étapes de l’OAE1, ainsi que des niveaux riches en MO supplémentaires d’extension régionale. Ces marnes hémipélagiques se prêtent à un examen détaillé des fossiles moléculaires, afin d’évaluer les poids respectifs des facteurs impliqués dans le processus de stockage de la MO. Dans ce travail, nous avons examiné les biomarqueurs lipidiques de six niveaux riches en MO allant du niveau Goguel au niveau Paquier par ordre stratigraphique. Des biomarqueurs réputés caractéristiques de certains OAE sont observés ici : 2-méthylhopanoïdes dans le niveau Goguel (OAE1a) et lipides d’archées dans les niveaux Jacob, Kilian et Paquier (OAE1b). Cette étude montre que, dans le bassin vocontien, le dépôt de MO résulte principalement de facteurs locaux et que chaque niveau a ses propres déterminismes ; cependant, les connexions du bassin avec la Téthys ont été cruciales pour l’enregistrement des événements anoxiques globaux.</p>	Molecular fossils of Aptian–Albian blue marls of the Vocontian Basin (France), depositional conditions and connections to the Tethys Ocean	Fossiles moléculaires des Marnes Bleues Aptiennes–Albiennes du bassin vocontien (France), conditions de dépôt et connexions avec la Téthys	
crgeos.237	Jean-Philippe Bedell; Anne-Marie Guihard-Costa; Cristiana Paiva; Diogo Machado; Anabela Cachada; Carla Patinha; Nuno Durães; Ana Catarina Sousa; Anne-Gaëlle Beurier; Eduardo Ferreira da Silva. OHMi Estarreja: an ecosystem highly anthropized where contamination is the unifying element towards interdisciplinarity. Comptes Rendus. Géoscience, Online first (2024), pp. 1-16. doi : 10.5802/crgeos.237.</pre>	<p>The Estarreja area (North of Portugal) has been subject to intense industrial pollution and host the second largest chemical industry complex in the country, which produced mainly ammonium sulphate, nitric acid and ammonium nitrate, but also synthetic resins. The CNRS’ Human–Environment International Observatory of Estarreja (OHMi Estarreja) aims to study the multiple effects of this industrial activity on the man-environment relationship, considering the temporal dimension, marked by changes in industrial practices. Another OHMi Estarreja originality is that human health projects are being carried out at the local level, under a double geochemical and socio-behavioral approach. Lastly, the Estarreja region is also part of one of the most important wetland ecosystems from Portugal, the Baixo Vouga Lagunar. This area is highly vulnerable and currently faces a set of natural and anthropogenic pressures. The overall interdisciplinary understanding of the risk induced by the chemical complex was possible by several complementary approaches: (a) spatial-temporal evolution of the contamination level, (b) health studies of the Estarreja population, and (c) societal changes in Estarreja area. The results showed a complex relationship between industrial pollution and health risks. During these first 10 years of OHMi existence, the bibliographic research as well as the study of the titles of the funded projects clearly show the interdisciplinarity in place to address this complex issue of human–environment interactions.</p>	<p>La région d’Estarreja (nord du Portugal) a été soumise à une intense pollution industrielle et a accueilli le deuxième plus grand complexe d’industrie chimique du pays, qui produisait principalement du sulfate d’ammonium, de l’acide nitrique et du nitrate d’ammonium, mais aussi des résines synthétiques. L’Observatoire International Homme-Environnement d’Estarreja (OHMi Estarreja) du CNRS a pour objectif d’étudier les effets multiples de cette activité industrielle sur la relation homme-environnement, en prenant en compte la dimension temporelle, marquée par l’évolution des pratiques industrielles. Autre originalité de l’OHMi Estarreja, des projets de santé humaine sont menés au niveau local, selon une double approche géochimique et socio-comportementale. Enfin, la région d’Estarreja fait également partie de l’un des écosystèmes de zones humides les plus importants du Portugal, le Baixo Vouga Lagunar. Cette zone est très vulnérable et fait actuellement face à un ensemble de pressions naturelles et anthropogéniques. La compréhension globale et interdisciplinaire du risque induit par le complexe chimique a été possible grâce à plusieurs approches complémentaires : (a) l’évolution spatio-temporelle du niveau de contamination, (b) les études sur la santé de la population d’Estarreja, et (c) les changements sociétaux dans la région d’Estarreja. Les résultats ont montré une relation complexe entre la pollution industrielle et les risques pour la santé. Au cours des dix premières années d’existence de l’OHMi, la recherche bibliographique ainsi que l’étude des titres des projets financés montrent clairement l’interdisciplinarité mise en place pour traiter cette question complexe des interactions entre l’homme et l’environnement.</p>	OHMi Estarreja: an ecosystem highly anthropized where contamination is the unifying element towards interdisciplinarity	OHMi Estarreja : un écosystème fortement anthropisé où la contamination est l’élément fondateur vers l’interdisciplinarité	
crgeos.238	Jacky Ferriere; Laurent Jolivet; Frank Chanier. From subduction to collision and subduction again, the drivers of crustal-scale deformation in the Hellenides-Aegean region. Comptes Rendus. Géoscience, Online first (2024), pp. 1-43. doi : 10.5802/crgeos.238.</pre>	<p>In the 60s, the Hellenic belt was taken as the “Geosyncline model”. Here we take a modern look at this Hellenic/Aegean region which as a concentrate encompasses all the main geodynamic processes known in orogens. This region documents the fundamental characteristics of the geodynamic processes related to mountain building, namely continental rifting, oceanic spreading, oceanic then continental subduction, collision i.e., closure of oceanic basins. In particular, the Mesozoic obduction events in northern Hellenides, and the effects of a still ongoing major extension linked to the active subduction under the Aegean domain.</p>	<p>Dans les années 60, la chaîne hellénique était considérée comme le «  modèle géosynclinal  ». Nous jetons ici un regard moderne sur cette région hellénique/égéenne qui englobe tous les principaux processus géodynamiques connus dans les orogènes. Cette région présente les caractéristiques fondamentales des processus géodynamiques liés à l’édification des chaînes de montagnes, à savoir : le rifting continental, l’expansion océanique, la subduction océanique puis continentale, la collision, c’est-à-dire la fermeture des bassins océaniques. En particulier, les événements d’obduction mésozoïques dans les Hellénides du Nord, et les effets d’une extension majeure encore en cours liée à la subduction active sous le domaine égéen.</p>	From subduction to collision and subduction again, the drivers of crustal-scale deformation in the Hellenides-Aegean region	De la subduction à la collision et à la subduction à nouveau, les moteurs de la déformation à l’échelle crustale dans la région des Hellénides et de la mer Égée	
crgeos.239	François Chabaux; Philippe Négrel; Frederick Gal; Daniel Viville; Coralie Ranchoux; Jérome Van der Woerd; Frederick Delay; Julien Ackerer; Luc Aquilina; Marc Diraison; Frédéric Masson; Anne-Sophie Mériaux; Thierry Labasque; Yann Lucas; Philippe Adrien Pezard; Thierry Reuschlé; Anne-Désirée Schmitt; Peter Stille; Robert Wyns; Catherine Lerouge; Chrystel Dezayes. Hard rock aquifer architecture and water circulation levels in the Strengbach critical zone observatory (France). Comptes Rendus. Géoscience, Online first (2023), pp. 1-22. doi : 10.5802/crgeos.239.</pre>	"<p>We present an integrated petrological, petrophysical, and hydrogeological study of the critical zone (CZ) developed in the Hercynian granitic basement of the Strengbach watershed (Vosges Massif, France) to characterize its deep architecture and water circulation levels. For this purpose, six boreholes (50–120 m depth), from which three are cored, and three piezometers (10–15 m depth) were drilled to define the vertical extension and lateral variability of the main CZ horizons.</p><p>The Strengbach watershed is composed of a topsoil horizon of limited vertical extension (0.8–1.2 m), a mobile saprolite level, and an in-place fractured bedrock. The latter is subdivided into a few meters thick saprock horizon, defined by open sub-horizontal fractures and a deeper fractured bedrock horizon with steeply dipping fractures (<span class=""mathjax-formula"" data-tex=""${>}$""><math xmlns=""http://www.w3.org/1998/Math/MathML"" ><mo>&gt;</mo></math></span>50°). In the north-facing slope, the vertical extension of the mobile saprolite horizon increases from <span class=""mathjax-formula"" data-tex=""${\approx }$""><math xmlns=""http://www.w3.org/1998/Math/MathML"" ><mo>≈</mo></math></span>1–2 m at the top of the slope to <span class=""mathjax-formula"" data-tex=""${\approx }$""><math xmlns=""http://www.w3.org/1998/Math/MathML"" ><mo>≈</mo></math></span>9 m downstream, close to the valley bottom. In contrast, the south-facing and more easterly slope shows a mobile saprolite horizon with limited vertical extension (<span class=""mathjax-formula"" data-tex=""${\approx }$""><math xmlns=""http://www.w3.org/1998/Math/MathML"" ><mo>≈</mo></math></span>2–3 m thick). Such a difference is associated with the existence of a knickpoint in the river bed, separating a downstream zone marked by currently active erosion from an upstream one, less prone to erosion, with preserved reliefs formed around 20 ka ago.</p><p>The water circulation scheme within the Strengbach watershed involves two different systems: a subsurface circulation within the shallow aquifer, corresponding to the mobile saprolite horizon and the saprock, and a deeper circulation in the fractured bedrock. The water circulation in the fractured bedrock is controlled by fractures of regional orientations, linked to the Vosges massif and the Rhine Graben Tertiary tectonics, and partly to reactivated Hercynian fracture zones. The unaltered bedrock was not reached by any of the three cores. These results from the Strengbach CZ demonstrate the importance of integrating geological history of the watershed, either the long-term geological bedrock evolution or the Quaternary erosion patterns, to better understand and model the CZ hydrological functioning at the watershed scale.</p>"	"<p>Nous présentons ici une étude pétrologique, pétrophysique et hydrogéologique intégrée de la zone critique (ZC) développée dans le socle granitique hercynien du bassin versant du Strengbach (Massif des Vosges, France), afin de caractériser son architecture profonde et ses niveaux de circulation d’eau. Dans ce but, six forages (50–120 m de profondeur), dont trois carottés, et trois piézomètres (10–15 m de profondeur) ont été réalisés, afin de définir l’extension verticale et la variabilité latérale des principaux horizons de la ZC.</p><p>Le bassin versant du Strengbach est composé d’un horizon de sol d’extension verticale limitée (0,8–1,2 m), d’un niveau de saprolite mobile, et d’une roche mère en place fracturée. Cette dernière se subdivise en un horizon de «  saprock  » de quelques mètres d’épaisseur, défini par des fractures ouvertes subhorizontales, et un horizon plus profond de roche mère fracturée par des fractures à fort pendage (<span class=""mathjax-formula"" data-tex=""${>}$""><math xmlns=""http://www.w3.org/1998/Math/MathML"" ><mo>&gt;</mo></math></span>50 °). Dans le versant orienté au nord, l’extension verticale de l’horizon de saprolite mobile passe de <span class=""mathjax-formula"" data-tex=""${\approx }$""><math xmlns=""http://www.w3.org/1998/Math/MathML"" ><mo>≈</mo></math></span> 1–2 m au sommet du versant à <span class=""mathjax-formula"" data-tex=""${\approx }$""><math xmlns=""http://www.w3.org/1998/Math/MathML"" ><mo>≈</mo></math></span> 9 m en aval, au voisinage du vallon. En revanche, le versant orienté au sud et plus à l’est présente un horizon de saprolite mobile d’extension verticale limitée (<span class=""mathjax-formula"" data-tex=""${\approx }$""><math xmlns=""http://www.w3.org/1998/Math/MathML"" ><mo>≈</mo></math></span>2–3 m d’épaisseur). Une telle différence est probablement liée à l’existence d’un point d’inflexion dans le lit de la rivière («  Knickpoint  »), séparant une zone aval marquée par une érosion actuellement active d’une zone amont, moins sujette à l’érosion, comprenant des reliefs préservés formés il y a environ 20 ka.</p><p>Le schéma de circulation d’eau dans le bassin versant du Strengbach implique deux systèmes différents de circulation : une circulation dans l’aquifère de surface, constitué de l’horizon de saprolite mobile et du niveau de «  saprock  », et une circulation plus profonde dans la roche mère fracturée. La circulation d’eau dans la roche mère fracturée est contrôlée par des fractures d’orientations régionales, liées à la tectonique tertiaire du massif des Vosges et du fossé rhénan, ayant réactivé en partie au moins des fractures hercyniennes. Aucune des trois carottes n’a atteint le substrat rocheux non altéré. Ces résultats obtenus sur le bassin versant du Strengbach démontrent l’importance d’intégrer l’histoire géologique du bassin versant, qu’il s’agisse de l’évolution géologique long-terme de son substratum ou des processus d’érosion Quaternaire qui l’ont affecté, pour mieux comprendre et modéliser le fonctionnement hydrologique de la ZC à l’échelle du bassin versant.</p>"	Hard rock aquifer architecture and water circulation levels in the Strengbach critical zone observatory (France)	Architecture des aquifères rocheux et niveaux de circulation d’eau dans l’observatoire de la zone critique du Strengbach (France)	
crgeos.24	Romain Dziegielinski.  “Data science” versus physical science: is data technology leading us towards a new synthesis? (2023) doi : 10.5802/crgeos.24-en (Venkatramani Balaji. «  <i>Science des données</i>  » versus science physique : la technologie des données nous conduit-elle vers une nouvelle synthèse ?. Comptes Rendus. Géoscience, Tome 352 (2020) no. 4-5, pp. 297-308. doi : 10.5802/crgeos.24)</pre>	<p>We live, it is said, in the age of “data science”. Machine learning (ML) from data astonishes us with its advances, such as autonomous vehicles and translation tools, and also worries us with its ability to monitor and interpret human faces, gestures and behaviors. In science, we are witnessing a new explosion of literature around machine learning, capable of interpreting massive amounts of data, otherwise known as “big data”. Some predict that numerical computation will soon be overtaken by ML as a tool for understanding and predicting dynamic systems.</p><p>No field of science is as closely related to HPC as meteorology and climate science. Their history dates back to the dawn of numerical computation, the technology that von Neumann and his colleagues pioneered in the post-war era. In this article, we will use the numerical simulation of the Earth system as an example to highlight some of the fundamental questions posed by machine learning. We will return to the history of meteorology to understand the dialectic between knowledge—our understanding of the atmosphere—and forecasting, for example the knowledge of the weather of the next day. This question is raised again today by learning, because it is not necessarily possible to interpret physically because it comes directly from the data. On the other hand, the central role of Earth system simulation to help us decipher the future of the planet and climate change, requires us to get out of the actuality of the data and make comparisons with fictitious Earths (without industrial emissions for example) and several leads to the future, what we call “scenarios”. Here observations do have a role, but it is often data from simulations that are analyzed. Finally, these climate data have a societal weight, and the democratization of access to them has grown strongly in recent years. We will show here some aspects of the evolution of simulation and data technologies and its important stakes for Earth system sciences.</p>	"<p>Nous vivons, dit-on, dans l’époque de «  <span class=""italique"">data science</span>  ». L’apprentissage automatique («  <span class=""italique"">machine learning</span>  », ou ML) à partir des données nous émerveille avec ses avancées, tels les véhicules autonomes et les outils de traduction, et nous effraye également avec ses capacités de surveillance et d’interprétation des visages, gestes et comportements humaines. Dans les sciences, nous sommes témoins d’une nouvelle explosion de littérature autour de l’apprentissage automatique, capable d’interpréter des quantités massives de données, autrement appelé le «  <span class=""italique"">big data</span>  ». Certains prédisent que le calcul numérique va bientôt être dépassé par le ML comme outil de compréhension et de prévision des systèmes dynamiques.</p><p>Aucun domaine scientifique n’est aussi étroitement lié avec le calcul haute performance, que la météorologie et les sciences du climat. Leur histoire remonte à l’aube du calcul numérique, la technologie à laquelle ont donné naissance von Neumann et ses collègues durant l’après-guerre. Nous utiliserons comme exemple, dans cet article, la simulation numérique du système Terre, afin de mettre en évidence quelques questions fondamentales posées par l’apprentissage automatique. Nous reviendrons sur l’histoire de la météorologie pour comprendre la dialectique entre le savoir — notre compréhension de l’atmosphère — et la prévision tout court, par exemple la connaissance de la météo du lendemain. Cette question est posée aujourd’hui de nouveau par l’apprentissage, car il n’est pas nécessairement possible d’interpréter physiquement car issu directement des données. En revanche, le rôle central de la simulation du système Terre pour nous aider à déchiffrer le futur de la planète et le changement climatique, nous demande de sortir de l’actualité des données et de faire des comparaisons avec des Terres fictives (sans émissions industrielles par exemple) et de plusieurs pistes vers l’avenir, ce que nous appelons les «  <span class=""italique"">scénarios</span>  ». Ici les observations ont un rôle, certes, mais ce sont souvent des données issues des simulations qui sont analysées. Finalement, ces données sur le climat ont un poids sociétal et la démocratisation de l’accès à ces dernières a fortement crû ces récentes années. Nous montrerons ici certains aspects de l’évolution des technologies de la simulation et des données et ses enjeux importants pour les sciences du système Terre.</p>"	“Data science” versus physical science: is data technology leading us towards a new synthesis?	«  Science des données  » versus science physique : la technologie des données nous conduit-elle vers une nouvelle synthèse ?	
crgeos.240	Anne-Marie Lézine; Masa Kageyama; Franck Bassinot. Data and models reveal humid environmental conditions during MIS 3 in two of the world’s largest deserts. Comptes Rendus. Géoscience, Online first (2023), pp. 1-18. doi : 10.5802/crgeos.240.</pre>	<p>MIS 3 environmental conditions in Africa north of the Equator and the Arabian Peninsula have long been controversial due to data scarcity and methodological caveats. In this paper we compare 245 continental hydrological records and 11 long and continuous continental and marine cores with results from the IPSL general circulation model to discuss hydrological changes between 59 and 29 ka in North Tropical Africa, North (Mediterranean) Africa and the Arabian Peninsula. Despite a generally glacial context, wet conditions widely expanded giving place to numerous lakes, rivers and wetlands. The major result of our study is to show that humid conditions appeared much earlier and were more prevalent in the Arabian Peninsula than in Africa, due to the conjunction of monsoon rains in summer and Mediterranean rains in winter. The mechanisms driving MIS 3 humidity in our study area involve global cooling factors such as greenhouse concentrations and ice volume, which have impacted available moisture, orbital forcing, which impacts monsoon circulation and amplitude and sensitivity to the state of the Atlantic Meridional Overturning Circulation (AMOC).</p>	<p>Les conditions environnementales du MIS 3 en Afrique au nord de l’équateur et dans la Péninsule Arabique ont longtemps été controversées en raison de la rareté des données et des limitations méthodologiques. Dans cet article, nous comparons 245 enregistrements hydrologiques continentaux et 11 carottes continentales et marines longues et continues avec les résultats du modèle de circulation générale de l’IPSL pour traiter des changements hydrologiques entre 59 et 29 ka en Afrique nord-tropicale, en Afrique du Nord (méditerranéenne) et en Péninsule Arabique. Malgré un contexte général glaciaire, les conditions humides étaient largement étendues donnant lieu à de nombreux lacs, rivières et zones humides. Le résultat majeur de notre étude est de montrer que les conditions humides sont apparues beaucoup plus tôt et ont été plus répandues en Péninsule Arabique qu’en Afrique, en raison de l’action conjointe des pluies de mousson d’été et des pluies méditerranéennes d’hiver. Les mécanismes à l’origine de l’humidité du MIS 3 dans notre zone d’étude impliquent des facteurs de refroidissement global tels que les concentrations de gaz à effet de serre et le volume de glace, qui ont un impact sur l’humidité disponible, le forçage orbital, qui a un impact sur la circulation et l’amplitude de la mousson et la sensibilité à l’état de la circulation méridienne de retournement Atlantique (AMOC).</p>	Data and models reveal humid environmental conditions during MIS 3 in two of the world’s largest deserts	Les données et les modèles révèlent des conditions environnementales humides au cours du MIS 3 dans deux des plus grands déserts du monde	
crgeos.244	Abdallah Mahamat Nour; Kaouyo Bekain; Hamit Abderamane. Characterization of potential recharge zone in the Biltine basement area, Eastern Chad: use of the multi-criteria approach. Comptes Rendus. Géoscience, Tome 355 (2023), pp. 299-310. doi : 10.5802/crgeos.244. https://comptes-rendus.academie-sciences.fr/geoscience/articles/10.5802/crgeos.244/</pre>	<p>This research work addresses the issue of water availability in the Biltine and surrounding areas in the Republic of Chad. The Biltine area is a hydrogeologically very complex zone with a very complex geology and water quality problems identified in the field but not characterised. The main objective is to identify potential recharge areas. This is based on different information related to recharge parameters through a multi-criteria approach using spatial references. The result of this work showed that the good recharge areas of Biltine cover 37% (strong and very strong recharge) and a weaker recharge area of 43% (weak to very weak recharge). This research work can contribute to the future location of boreholes and wells to provide water to the population and its surroundings.</p>	<p>Ce travail de recherche aborde la question de la disponibilité de l’eau dans la région de Biltine et ses environs en République du Tchad. La région de Biltine est une zone hydrogéologiquement très complexe avec une géologie très complexe et des problèmes de qualité de l’eau identifiés sur le terrain mais non caractérisés. L’objectif principal est d’identifier les zones de recharge potentielles. Ceci est basé sur différentes informations relatives aux paramètres de recharge à travers une approche multicritère utilisant des références spatiales. Le résultat de ce travail a montré que les bonnes zones de recharge de Biltine couvrent 37% (recharge forte et très forte) et une zone de recharge plus faible de 43% (recharge faible à très faible). Ce travail de recherche peut contribuer à la localisation future des forages et des puits pour fournir de l’eau à la population et à ses environs.</p>	Characterization of potential recharge zone in the Biltine basement area, Eastern Chad: use of the multi-criteria approach	Caractérisation de la zone de recharge potentielle dans le socle de Biltine, Tchad oriental : utilisation de l’approche multicritères	
crgeos.25	Romain Dziegielinski.  Energy and climate: challenges and innovations (2023) doi : 10.5802/crgeos.25-en (Didier Roux. Énergie et climat : défis et innovations. Comptes Rendus. Géoscience, Tome 352 (2020) no. 4-5, pp. 355-361. doi : 10.5802/crgeos.25)</pre>	<p>Access to energy is a key factor in the economic development of countries. We will first examine the evolution of different ways to access to energy and their correlations with world population and countries’ GDP. We will see that the objectives of reducing carbon dioxide emissions which require a profound transformation of our access to energy will be very difficult to achieve. We will also see that the thermal improvement of buildings, and in particular the renovation of existing housing, is one of the possible objective.</p>	<p>L’accès à l’énergie est un facteur clé du développement économique des pays. On examinera dans un premier temps l’évolution des différents modes d’accès à l’énergie et sa corrélation avec la population mondiale et le PIB des pays. Nous verrons que les objectifs de diminution des émissions de gaz carbonique qui demandent une transformation profonde de notre accès à l’énergie seront très difficiles à atteindre. Nous verrons aussi que l’amélioration thermique des bâtiments, et en particulier la rénovation de l’habitat ancien, est une des pistes possibles.</p>	Energy and climate: challenges and innovations</a></span>	Énergie et climat : défis et innovations	<br>Titre original : Énergie et climat : défis et innovations</span>
crgeos.26	Romain Dziegielinski.  Climate change and education (2023) doi : 10.5802/crgeos.26-en (Pierre Léna; David Wilgenbus. Changement climatique et éducation. Comptes Rendus. Géoscience, Tome 352 (2020) no. 4-5, pp. 285-296. doi : 10.5802/crgeos.26)</pre>	<p>Education dealing with climate change is part of the UNFCCC Paris Agreement ratified in 2016. Education is precious to act on a broad scale on people’s behavior and society choices. It is also a demand from the youth who, more than others, is facing a worrying future, but can be helped for a mobilization of energies. Numerous initiatives emerge to implement it, while its systemic and interdisciplinary character requests a significant evolution of school’s curricula. The role of teachers is crucial and accompanying them essential. We therefore consider critical to propose pedagogical resources, which are based upon the best current knowledge on climate, i.e. the reports from the Intergovernmental Panel on Climate Change (IPCC).</p>	<p>Figurant comme une des obligations de l’Accord de Paris ratifié en 2016, l’éducation au changement climatique est un outil précieux pour agir à grande échelle sur les comportements et les choix des sociétés. Elle est aussi une requête de la jeunesse, confrontée plus que d’autres à un avenir qui l’inquiète, mais cette éducation peut aussi aider à mobiliser son énergie. Nombre d’efforts surgissent pour assurer cette éducation, dont le caractère systémique et pluridisciplinaire demande une évolution substantielle des programmes scolaires. Le rôle des professeurs est crucial et leur accompagnement l’est tout autant. Parmi nombre d’initiatives, il nous semble essentiel de leur offrir des outils pédagogiques basés sur le meilleur état de l’art des connaissances scientifiques sur le climat, à savoir les rapports du Groupe d’experts Intergouvernemental pour l’Étude du Climat (GIEC).</p>	Climate change and education	Changement climatique et éducation	
crgeos.27	Romain Dziegielinski.  Are batteries the right option for a sustainable development? (2023) doi : 10.5802/crgeos.27-en (Jean-Marie Tarascon. Les batteries sont-elles la bonne option pour un développement durable  ?. Comptes Rendus. Géoscience, Tome 352 (2020) no. 4-5, pp. 401-414. doi : 10.5802/crgeos.27)</pre>	<p>The challenges related to energy storage have led, over the past decade, to a scientific proliferation giving birth to spectacular innovations in battery research. They have contributed in making todays electric mobility a reality, and have been key enablers in the deployment of renewable energies. However, it is legitimate to wonder what will be the battery of the future and, in particular, if this battery will be the right option for sustainable development. This is what this manuscript addresses by discussing many aspects of battery research enlisting performances improvements in terms of autonomy, durability and safety. Moreover it presents on ongoing strategies aiming towards the development of more eco-compatible and smarter batteries, based either on new chemistries enlisting abundant metals (Na-ion), on innovative recycling processes or on the injections of smart sensing and self-healing functionalities. Such a diversity of fundamental scientific challenges emerging from concrete technological bottlenecks generates a myriad of fascinating opportunities to arouse new generation of talented students to take part in this exciting adventure.</p>	<p>Les enjeux liés au stockage de l’énergie ont conduit, au cours de cette dernière décennie, à un foisonnement scientifique donnant naissance à des innovations spectaculaires dans le domaine des batteries. Ces innovations font aujourd’hui de la mobilité électrique une réalité et vont également faciliter le déploiement des énergies renouvelables. Dans le contexte du déploiement massif de batteries attendu, il est légitime de se demander quelle sera la batterie du futur et, en particulier, si cette batterie sera la bonne option pour un développement durable. Il s’agit d’un challenge énorme qui peut conduire à une myriade d’opportunités. C’est ce à quoi ce manuscrit va tenter de répondre en se penchant sur de nombreux aspects de la recherche. Nous traiterons en effet de l’amélioration des performances — en termes d’autonomie, de durabilité et de sécurité — du développement de batteries plus éco-compatibles, voire plus intelligentes, reposant sur de nouvelles chimies à base de matériaux abondants, ou encore de procédés de recyclage innovants ou d’injections de fonctionnalités de diagnostic-autoréparation. Face à ce champ des possibles, optimisme et enthousiasme doivent prévaloir sur la morosité afin d’encourager nos jeunes talents à prendre part à cette aventure passionnantes.</p>	Are batteries the right option for a sustainable development?</a></span>	Les batteries sont-elles la bonne option pour un développement durable  ?	
crgeos.28	Romain Dziegielinski.  Climate change, an opportunity for humanity? (2023) doi : 10.5802/crgeos.28-en (Mireille Delmas-Marty. Le changement climatique, une chance pour l’humanité ?. Comptes Rendus. Géoscience, Tome 352 (2020) no. 4-5, pp. 279-283. doi : 10.5802/crgeos.28)</pre>	"<p>Climate change is an opportunity if it provokes a leap of faith to avoid withdrawal into nation-states, to become aware of the common destiny of humans and to recognize the need for global governance. In other words, it is an opportunity to adapt our normative systems in the legal, political and anthropological fields. In the legal field, the Paris Agreement has constructed a normative space with variable geography and different speeds, and the climate processes underway already form a laboratory for observing the dynamics at work, including through failures. At the political level, the recognition of interdependencies calls for a new “governance” that would combine scientific knowledge with the wills of the citizens to frame the powers. In its turn, this recognition calls for an anthropological refoundation according to which the rights and freedoms of the emancipated individual would be complemented by new solidarity rights that would allow the transformation of the globalization into a pacified <span class=""italique"">mondialité</span>.</p>"	<p>Le changement climatique est une chance s’il provoque un sursaut pour éviter le repli sur les Etats-nations, prendre conscience du destin commun des humains et admettre la nécessité d’une gouvernance mondiale. C’est l’occasion d’adapter nos systèmes normatifs dans le domaine juridique, politique et anthropologique. Dans le domaine juridique, les Accords de Paris ont construit un espace normatif à géographie variable et à plusieurs vitesses et les procès climatiques engagés forment déjà un laboratoire pour observer les dynamiques à l’œuvre, y compris à travers les échecs. Sur le plan politique, la reconnaissance des interdépendances appelle une nouvelle «  gouvernance SVP  » qui agrègerait les Savoirs avec les Vouloirs des citoyens pour encadrer les Pouvoirs. A son tour, cette reconnaissance appelle une refondation anthropologique selon laquelle les droits et libertés de l’individu émancipé seraient complétés de nouveaux devoirs de solidarité permettant de transformer la mondialisation en une mondialité apaisée.</p>	Climate change, an opportunity for humanity?</a></span>	Le changement climatique, une chance pour l’humanité 	
