	en	fr
4140	26	35
4141	44	58
4142	88	108
4143	22	40
4144	23	38
4145	38	65
4146	34	49
4147	27	38
4148	65	89
4149	39	63
4150	43	74
4151	37	51
4152	34	45
4153	36	57
4154	45	78
4155	16	23
4156	10	15
4157	30	46
4158	25	45
4159	21	38
4160	41	61
4161	12	17
4162	37	60
4163	48	76
4164	57	89
4165	27	50
4166	44	67
4167	28	48
4168	52	77
4169	27	34
4170	30	44
4171	60	91
4172	50	69
4173	39	57
4174	27	43
4175	22	28
4176	23	34
4177	44	66
4178	25	43
4179	43	64
4180	42	59
4181	30	42
4182	32	49
4183	36	55
4184	36	48
4185	38	53
4186	35	56
4187	16	24
4188	48	73
4189	21	31
4190	14	22
4191	21	30
4192	15	17
4193	33	49
4194	24	44
4195	3	3
4196	37	68
4197	36	53
4198	25	42
4199	25	44
4200	29	41
4201	17	26
4202	21	28
4203	22	41
4204	30	46
4205	16	34
4206	29	47
4207	26	48
4208	20	38
4209	20	34
4210	36	64
4211	29	45
4212	18	23
4213	26	39
4214	4	8
4215	8	14
4216	3	4
4217	23	37
4218	2	4
4219	21	25
4220	60	71
4221	16	29
4222	29	49
4223	21	41
4224	34	55
4225	32	63
4226	33	49
4227	33	60
4228	26	52
4229	30	50
4230	4	4
4231	13	16
4232	1	1
4233	8	8
4234	3	3
4235	34	54
4236	61	83
4237	25	34
4238	75	91
4239	85	103
4240	66	93
4241	73	100
4242	97	151
4243	113	137
4244	126	162
4245	45	60
4246	47	82
4247	112	154
4248	63	104
4249	59	89
4250	83	142
4251	21	40
4252	27	45
4253	38	66
4254	7	8
4255	34	52
4256	18	33
4257	50	74
4258	76	96
4259	95	117
4260	103	155
4261	61	85
4262	67	95
4263	18	30
4264	40	55
4265	57	91
4266	61	91
4267	40	62
4268	59	82
4269	15	32
4270	21	38
4271	21	26
4272	94	140
4273	79	97
4274	34	51
4275	32	44
4276	19	32
4277	29	45
4278	79	98
4279	22	47
4280	14	30
4281	54	86
4282	28	40
4283	38	65
4284	31	52
4285	34	57
4286	53	87
4287	83	112
4288	19	26
4289	83	94
4290	74	122
4291	27	42
4292	41	60
4293	19	32
4294	22	29
4295	28	38
4296	82	126
4297	104	131
4298	60	104
4299	62	100
4300	5	7
4301	42	66
4302	122	145
4303	39	57
4304	27	35
4305	61	94
4306	61	100
4307	104	137
4308	37	54
4309	20	40
4310	5	5
4311	33	48
4312	81	85
4313	58	81
4314	30	51
4315	13	22
4316	18	30
4317	39	71
4318	81	117
4319	67	93
4320	28	38
4321	31	48
4322	14	21
4323	43	56
4324	16	30
4325	71	91
4326	35	60
4327	36	53
4328	22	32
4329	45	55
4330	11	20
4331	42	73
4332	44	63
4333	63	111
4334	12	32
4335	28	53
4336	31	43
4337	62	92
4338	43	73
4339	49	89
4340	28	47
4341	106	136
4342	51	78
4343	32	58
4344	54	85
4345	13	17
4346	24	36
4347	51	103
4348	63	87
4349	85	109
4350	15	25
4351	11	14
4352	29	47
4353	11	13
4354	38	72
4355	61	78
4356	60	89
4357	29	43
4358	51	64
4359	49	84
4360	9	16
4361	24	43
4362	18	28
4363	37	62
4364	66	110
4365	11	19
4366	1	1
4367	36	46
4368	51	52
4369	43	44
4370	56	76
4371	33	42
4372	14	31
4373	35	63
4374	34	57
4375	25	44
4376	45	52
4377	55	88
4378	66	109
4379	47	72
4380	81	113
4381	23	37
4382	44	63
4383	72	96
4384	31	46
4385	42	57
4386	60	81
4387	44	71
4388	39	49
4389	31	50
4390	29	49
4391	45	63
4392	67	104
4393	25	32
4394	23	40
4395	55	76
4396	20	32
4397	30	45
4398	51	63
4399	72	91
4400	40	45
4401	48	77
4402	46	66
4403	39	78
4404	69	99
4405	41	65
4406	6	9
4407	42	75
4408	27	51
4409	33	56
4410	32	64
4411	27	49
4412	34	69
4413	4	8
4414	9	19
4415	2	4
4416	124	144
